headline,entity,majority_label
Amy Klobuchar Compares ‘Cool Newcomer’ Pete Buttigieg to Trump,Klobuchar,Neutral
WATCH: Chris Matthews Compares GOP Applause During SOTU to North Koreans Praising Dear Leader,GOP,Negative
Tom Steyer is surging in South Carolina and Nevada. Does it matter?,Steyer,Neutral
Trade-Court Lawsuits Take On Trump’s Tariff Campaign,Trump,Neutral
"Trump has described the same conversation about Israel four times. Each time, the name of his Jewish friend changed.",Trump,Negative
Trump Tweets Reversal of Push for Nevada Nuclear Waste Dump,Trump,Neutral
Black Lawmakers Demand Biden Disavow Surrogate's Comments,Biden,Neutral
The Finance 202: Pete Buttigieg is poised to rake in even more Wall Street money,Buttigieg,Neutral
Gov. Hutchinson on Trump's Governors' Ball,Trump,Neutral
"Howard Kurtz: Media spotlight on Klobuchar, despite Sanders winning in New Hampshire primary",Sanders,Neutral
Rep. Dan Crenshaw shuts down Bernie Sanders over his Green New Deal claim,Sanders,Negative
House set for historic floor vote next week after committee approves two articles of impeachment against Trump,Trump,Negative
"Mike Bloomberg pitches himself to Jewish Americans, in a presidential race with two very different Jewish candidates",Bloomberg,Neutral
Trump Speech to Project Optimism at Time of Bitter Division,Trump,Positive
Joe Biden’s Sister Valerie Sent Millions of Joe’s Campaign Dollars to Her Own Consulting Firm,Biden,Negative
Bombshell report: Schiff may have hid 'potentially exculpatory' evidence from Trump's lawyers,Trump,Neutral
"Amid adversity and missteps, Biden’s resilience has been one theme of 2019",Biden,Positive
Trump Fires Impeachment Witnesses Gordon Sondland and Alexander Vindman in Post-Acquittal Purge,Trump,Negative
Christianity Today’s Editorial on Trump: 5 of Its Sharpest Rebukes,Trump,Negative
FLASHBACK: Top Romney Advisor Served On Burisma’s Board With Hunter Biden,Biden,Neutral
Elizabeth Warren to Meet With Native American Leaders in Oklahoma,Warren,Positive
Quiz: Which of these 2020 Democrats agrees with you most? - Washington Post,Democrats,Neutral
"Trump's letter to Nancy Pelosi, annotated",Trump,Neutral
"Fox News Poll: Biden and Sanders vie for lead in Nevada, Biden tops Trump",Trump,Negative
Tonight’s Democratic Debate in Iowa: Will Sanders and Warren Clash or De-Escalate?,Warren,Neutral
Senate rejects Democrats' attempt to subpoena White House for documents on Ukraine,Democrats,Negative
Trump Reprises State of the Union Message in North Carolina,Trump,Neutral
Charges Dropped Against Guard Accused of Threatening Trump,Trump,Neutral
"Angry With Trump, Most New Hampshire Democratic Primary Voters Will Back Party's Nominee 'Regardless': Edison Research",Trump,Negative
Pelosi Says Democrats Have ‘Pulled Back a Veil’ on Trump’s ‘Unacceptable’ Behavior,Trump,Negative
First set of Iowa Democratic caucus results shows Sanders and Buttigieg leading,Buttigieg,Neutral
"Mike Huckabee on Trump and Pelosi clashing after acquittal, Iowa caucus fallout",Trump,Neutral
Sanders and Warren Try to Tone Down Rift. Some of Their Supporters Seem Less Willing.,Sanders,Neutral
"Fox News voter analysis shows Biden, Buttigieg, Klobuchar, Sanders, Warren in the hunt",Buttigieg,Neutral
What Are Iowa’s Satellite Caucuses? And How Did They Help Bernie Sanders?,Sanders,Neutral
Michael Bloomberg paying social media influencers to make him look cool,Bloomberg,Negative
The Cybersecurity 202: Sanders and Warren still mum on campaign protections against hackers,Warren,Negative
"Sanders slams Buttigieg in New Hampshire over 'billionaire donors,' as race tightens",Buttigieg,Negative
Mitt Romney and Susan Collins sound reluctant to rock the GOP boat on impeachment - The Washington Post,GOP,Neutral
Trump campaign warns debate commission the president may not participate if process is not ‘fair’,Trump,Neutral
The Democratic Party’s delegate math is about to get very complicated — and potentially problematic - The Washington Post,Democratic Party,Negative
GOP House Candidate Who Fled Communist Cuba Slams Ariana Grande For Supporting Bernie Sanders,GOP,Negative
Takeaways from day 2 of questions in Trump’s impeachment trial,Trump,Neutral
Trump Set to Meet With Russia’s Top Diplomat Tuesday,Trump,Neutral
"WATCH: Joe Biden Loses It Again -- Says Illegal Aliens Are ""More American"" Than You",Biden,Negative
Sanders steps up attacks on Bloomberg ahead of Nevada caucuses,Sanders,Neutral
President Trump Joins Democrats in Calls to Block Share Buybacks,Democrats,Positive
Mitt Romney dismantles the GOP’s strained defenses of Trump - The Washington Post,GOP,Negative
Giuliani: Trump should 100 percent investigate Biden after Senate acquittal,Biden,Positive
Movin' on Up: Bloomberg Glides Past Warren to No. 3 in Democratic Race-Reuters/Ipsos Poll,Warren,Neutral
"Nevada Union Warns Members of Sanders, Warren Health Plans",Sanders,Negative
"Iowa Democratic Party projects Pete Buttigieg the winner of the delegate race, with Bernie Sanders preparing a challenge",Buttigieg,Positive
GOP Unity Doesn’t Arise From Fear of Trump,GOP,Positive
"At Milwaukee Rally, Trump Defends Strike on Iranian General and Lashes Out at Democrats",Trump,Neutral
Veterans Differ With Trump Over Injuries From Iran Missile Attack,Trump,Neutral
Biden Slams Trump for Cutting Health Programs Before Coronavirus Outbreak,Biden,Neutral
"Trump Plunges Into New Hampshire Race, Aiming to Rattle Dems",Trump,Neutral
"Buttigieg responds to Biden’s Obama jab: ‘I’m not, and neither is he’",Biden,Neutral
The Finance 202: President Trump and 2020 Democrats aren't interested in tackling a soaring budget deficit,Trump,Negative
"Power Up: Almost 2 in 3 Republicans want Trump to allow top aides to testify at Senate trial, new Post-ABC poll finds",Trump,Neutral
Trump plans to ask Congress for $2B in border wall construction,Trump,Neutral
Why Elizabeth Warren and Bernie Sanders are fighting,Sanders,Negative
Tired of Winning? Donald Trump Breaks Obama Approval Record,Trump,Positive
Deval Patrick drops out of presidential race,Patrick,Neutral
"Senator Hawley Drafts Motions To Subpoena Bidens, Schiff, Whistleblower",Biden,Neutral
"Buttigieg, Sanders supporters trade jeers -- and cheers -- 3 days before New Hampshire primary",Sanders,Neutral
Georgia GOP Rep. Tom Graves Won’t Seek Re-Election in 2020,GOP,Neutral
Michael Bloomberg: 55 hours in the life of a 2020 presidential candidate,Bloomberg,Neutral
"F.B.I. Apologizes to Court for Botching Surveillance of Trump Adviser, and Pledges Fixes",Trump,Neutral
"Trump sends Dingell to hell, demands refunds from Schumer, Maloney",Trump,Neutral
"Bloomberg skips New Hampshire, ramps up spending across the country",Bloomberg,Neutral
Five questions about Trump’s company in 2020,Trump,Neutral
"Troy Price, Iowa Democratic Party Leader, Resigns Over Caucus Debacle",Democratic Party,Negative
"Biden admits Buttigieg, Sanders were 'better organized' in Iowa, his campaign took 'gut punch'",Sanders,Neutral
"Buttigieg and Sanders take lead, Biden fades in partial results from marred Iowa caucuses",Buttigieg,Positive
"Lamar Alexander’s yes-he-did-it statement on Trump, annotated",Trump,Negative
Connecticut Republicans Not Sold on Tolls for Trucks,Republicans,Negative
Trump’s approach to crime and punishment is centered on his own power,Trump,Negative
Trump budget proposal draws partisan ire,Trump,Negative
The Health 202: Trump can enforce his 'public charge' immigration crackdown -- for now,Trump,Negative
"Biden clearly doesn’t like talking about his son’s overseas business dealings. Lately, it’s been an unavoidable topic on the campaign trail.",Biden,Negative
Republican Senators Tried to Stop Trump From Firing Impeachment Witness,Trump,Negative
"Buttigieg Leads Sanders in Iowa Delegates, 13-12. So, Who Won?",Buttigieg,Positive
"Iowa caucus results too close to call as Sanders, Buttigieg finish in virtual tie",Sanders,Neutral
House Democrats Call for Answers on VA’s Mask Supplies,Democrats,Positive
Brutal Biden campaign ad mocks Buttigieg’s experience as South Bend mayor,Biden,Negative
Pelosi Announces Vote to Limit Trump’s War-Making Power Against Iran,Trump,Negative
Iowa Democrats Give Buttigieg the Most Delegates as Sanders Team Seeks Recanvass,Buttigieg,Positive
Biden Slashes Into Buttigieg: ‘This Guy’s Not a Barack Obama!’,Biden,Neutral
Republican Senators Tried to Stop Trump From Firing Impeachment Witness,Trump,Negative
"Joe Biden Says He Would Comply With a Senate Subpoena, Reversing Course",Biden,Neutral
Trump Takes On Bloomberg and Once Again Hijacks a News Cycle,Trump,Positive
Trump's 2020 Re-Election Challenges and Strategy to Win,Trump,Neutral
"Ex-Trump Campaign Official Richard Gates Sentenced to 45 Days in Jail, Three Years Probation",Trump,Negative
Why a Joe Rogan Endorsement Could Help (or Backfire on) Bernie Sanders,Sanders,Neutral
Why Bernie Sanders Went on the Attack Against Joe Biden,Sanders,Neutral
Trump impeachment trial live updates,Trump,Neutral
"Biden admits Buttigieg, Sanders were 'better organized' in Iowa, his campaign took 'gut punch'",Biden,Negative
"Andrew Yang Is Onstage, but Offstage, Asian-Americans Wonder Where They Fit In",Yang,Neutral
"Sen. Romney votes to convict Trump, breaking with Senate GOP",Trump,Negative
"Sanders narrowly beats Buttigieg to win New Hampshire, Klobuchar surges disappointing night for Biden, Warren",Warren,Neutral
Chris Wallace: Bill Barr throws a brushback pitch at President Trump,Trump,Neutral
Bloomberg uses Romney’s impeachment vote speech to bash Trump in new ad,Bloomberg,Neutral
"Power Up: Impeachment and Iran prompt week of walk-backs by Trump, lawmakers",Trump,Negative
"Buttigieg Leads Delegate Count in Initial Iowa Caucus Results, Biden in Fourth",Buttigieg,Positive
"Bernie Sanders, with Iowa caucuses nearing, considers set of executive actions",Sanders,Neutral
Sanders Calls Medicare for All ‘The Least Disruptive Approach’ (VIDEO),Sanders,Neutral
"'GAME OVER,' Trump declares, as old Bolton, Schiff videos surface amid Senate impeachment trial",Trump,Neutral
The Democrats All Disagree With Trump on Iran. Then It Gets Mushy.,Trump,Negative
Manchin calls for censuring Trump over pressuring Ukraine to investigate a domestic political rival,Trump,Negative
The challenge of Joe Biden’s message to black voters holding,Biden,Neutral
Biden zings Buttigieg: 'This guy's not a Barack Obama',Buttigieg,Negative
Trump Uses State of Union to Campaign Pelosi Rips Up Speech,Trump,Neutral
Appeals Court Tosses Democrats’ Emoluments Lawsuit Against Trump,Democrats,Negative
"In Another Trump Win, Court Tosses Democrats' Suit Over His Businesses",Trump,Positive
Trump’s NATO parade of falsehoods and misstatements,Trump,Negative
Ex-Republican Lawmaker Walsh Ends Bid to Challenge Trump for White House,Republicans,Positive
Mitt Romney dismantles the GOP’s strained defenses of Trump,Trump,Neutral
"Impeachment Impasse Deepens in Senate, Leaving Trump’s Trial in Doubt",Trump,Neutral
Trump Travels to New Hampshire to Rally Republicans and Distract Democrats,Trump,Neutral
Trump claims he wouldn't be 'standing here' if he hadn't fired 'sleazebag' Comey,Trump,Negative
Biden to Iowa Voter: ‘Go Vote for Someone Else’ (VIDEO),Biden,Negative
Al Sharpton Slams Trump for ‘Mocking’ the National Anthem With ‘Fake Conducting’,Trump,Negative
"Pressed for Details on Suleimani Strike, Trump Administration Gives Few",Trump,Negative
Report: Michael Bloomberg Paying Social Media Influencers to Make Him ‘Seem Cool’,Bloomberg,Negative
The 75 times Trump insisted he’d done ‘nothing wrong’ in his interactions with Ukraine,Trump,Neutral
"Buttigieg soars, Biden slips, Sanders still on top in newest New Hampshire poll",Buttigieg,Positive
Fact-checking President Trump’s 2020 State of the Union address,Trump,Neutral
Trump becomes third U.S. president to be impeached as House approves both articles against him,Trump,Neutral
Klobuchar Surge in New Hampshire Could Reshuffle Democratic White House Race,Klobuchar,Positive
A Step-by-Step Guide to Trump’s Impeachment Trial,Trump,Negative
"Trump Team, Opening Defense, Accuses Democrats of Plot to Subvert Election",Democrats,Negative
"Trump slams 'very insubordinate' Vindman, day after ouster from White House",Trump,Neutral
Pelosi Tears Up Trump's Speech to Congress as Impeachment Trial Nears End,Trump,Negative
Buttigieg woos moderates — and Republicans — in his push to close the deal in Iowa,Buttigieg,Neutral
"Botched caucuses, emboldened Trump fuel Democrats' anxiety",Trump,Positive
Trump Says He Will Sign Phase-One Trade Deal With China on Jan. 15,Trump,Neutral
Back-to-back losses in key governors’ races send additional warning to Trump and GOP ahead of 2020 - The Washington Post,GOP,Negative
Florida considering a ban on sex-change surgeries for children Democrats opposed,Democrats,Neutral
Tonight’s Democratic Debate in Iowa: Will Sanders and Warren Clash or De-Escalate?,Sanders,Neutral
Elizabeth Warren’s Bankruptcy Plan Revives Old Clash With Biden,Warren,Neutral
"Trump-Erdogan Rapport Tested by Tensions Over Syria, Russia",Trump,Neutral
U.S. Justice Department Declines to Offer Court Sentencing Guidance on Trump Adviser Stone,Trump,Neutral
Donna Brazile says Mike Bloomberg has more explaining to do over 'stop and frisk' policy,Bloomberg,Negative
"Democrats seeking impeachment 'off ramp' as constituents turn up heat, GOP's Andy Biggs says",GOP,Negative
"Sanders Seizes Lead in Volatile Iowa Race, Times Poll Finds",Sanders,Positive
"Trump, RNC cash in on impeachment, raising $117M more in funds",Trump,Negative
"On the Trail: Sanders, Buttigieg Lead Charge as Democrats Barnstorm New Hampshire",Buttigieg,Positive
"Democrats spar over how to combat Trump, a roaring economy and impeachment",Trump,Neutral
How Joe Biden Talks About a Touchy Subject: His Son,Biden,Neutral
What ‘America First’ Means Under Trump Is Coming Into Focus,Trump,Neutral
A Primary From the Right? Not in Trump’s G.O.P.,Trump,Neutral
Ukraine to Review Investigations Into Firm Linked to Biden’s Son,Biden,Neutral
Trump Moves to Block Visas for Pregnant Women on ‘Birth Tourism’,Trump,Neutral
"What case will Trump’s team present, one focused on the evidence or one focused on his base?",Trump,Neutral
Pete Buttigieg builds an electability case in Iowa,Buttigieg,Neutral
Officials Discussed Hold on Ukraine Aid After Trump Spoke With Country’s Leader,Trump,Neutral
"Oregon Candidate, Once a Trump Critic, Now Embraces Him",Trump,Positive
"The Daily 202: One in 3 Republicans think Trump has probably acted illegally, but most don’t want him convicted",Trump,Negative
Lawmakers Want Ivanka Trump's Women's Program to Become Law,Trump,Positive
"Iowa chaos, Bernie Sanders' surge deepens divisions in the Democratic Party",Sanders,Positive
Trump’s March for Life appearance: A reminder to conservative Christians as he prepares for a tight race,Trump,Neutral
"As Democrats Fight for Iowa, Bloomberg Makes a Play for Delegate-Rich California",Bloomberg,Neutral
Why the Bidens are part of Trump's impeachment,Biden,Negative
"Biden, Warren battle for third place in New Hampshire",Warren,Neutral
"Buttigieg, Biden, Klobuchar, fight as New Hampshire primary nears",Klobuchar,Neutral
Key Democratic senator remains undecided on whether Trump should be removed from office,Trump,Neutral
"With chants, walkouts and a ripped-up speech, bitter partisanship dominates Trump’s State of the Union",Trump,Neutral
Democrats are moved to tears by Romney impeachment speech. Republicans want him expelled. - The Washington Post,Democrats,Positive
Trump Impeachment Results: How Democrats and Republicans Voted,Trump,Neutral
Trump pulls former US attorney Jessie Liu’s nomination for Treasury role,Trump,Neutral
Assessing the Trump team’s 6-point impeachment defense,Trump,Neutral
Both Trump and Democrats see political benefits to U.S. killing of Iranian general,Trump,Neutral
Trump brings in loyalists and attacks enemies as post-impeachment drama escalates,Trump,Neutral
Republican Party sets fundraising record amid impeachment battle,Republicans,Positive
Amazon Looks to Question Trump in Pentagon Contracting Case,Trump,Neutral
How the Public Feels About Trump’s Iran Strategy,Trump,Negative
The GOP’s impeachment questions repeatedly backfired on Thursday - The Washington Post,GOP,Negative
Black Democratic Group Co-Chair Endorses Steyer in South Carolina,Steyer,Neutral
New Hampshire Gov. Sununu predicts Trump will win state in November,Trump,Positive
Billionaires Bloomberg and Steyer may be accelerating a Biden collapse,Bloomberg,Neutral
Warren campaign memo outlines path to victory in Dems' 'fractured' nominating process,Warren,Positive
"Trump Says Lead Impeachment Democrat Schiff Has Not Paid ‘Price, Yet’",Trump,Negative
The 2020 Democrats Were Told to Give a Gift or Ask Forgiveness. Guess What the Women Chose.,Democrats,Neutral
Trump thought war with Iran could help reelect Obama. What about Trump?,Trump,Negative
Republicans agree it was no ?perfect call? ? but will vote to acquit Trump anyway,Trump,Negative
"Biden, Sanders allies try to cut caucus deal with Yang's campaign",Sanders,Neutral
"Fox News Poll: Biden and Sanders vie for lead in Nevada, Biden tops Trump",Sanders,Positive
"Impeachment witness Vindman fired, escorted out of White House after Trump acquittal",Trump,Negative
Voters react to President Trump's New Hampshire rally,Trump,Positive
"Dana Perino on Joe Biden's decision to abandon New Hampshire, head to South Carolina",Biden,Neutral
Fox News has circled the wagons and Trump is welcoming everyone inside,Trump,Positive
"AP-NORC Poll: GOP More Fired Up for 2020, Democrats Anxious",Democrats,Negative
"Schiff claims that if President Trump is not removed from office by impeachment, Americans can't trust the results of the 2020 election (VIDEO)",Trump,Negative
New York Times Editorial Board Endorses Amy Klobuchar and Elizabeth Warren,Klobuchar,Positive
Competing for Sanders’s New Hampshire Voters: Yang and Gabbard,Sanders,Negative
"Liberal Democrat Dershowitz Compares Democrats To Russian Secret Police Under Stalin, Blisters CNN",Democrats,Negative
The ‘But I Would Vote for Joe Biden’ Republicans,Biden,Neutral
How Michael Bloomberg could win,Bloomberg,Positive
"MSNBC anchors tout Warren as 'really, really, really good candidate' after 4th-place New Hampshire finish",Warren,Positive
Trump stirs pardon speculation with condemnation of DOJ’s Roger Stone treatment,Trump,Neutral
How could 63 million people be wrong? The GOP strains to make precedent-related defenses of Trump.,Trump,Negative
Democrats in Key Senate Races Outraise Republican Opponents,Democrats,Positive
Biden Tells Voters to Look to the Past. (Just Not the Last Week.),Biden,Negative
Trump Bet He Could Isolate Iran and Charm North Korea. It’s Not That Easy.,Trump,Negative
The Daily 202: Trump’s defense lawyers refused to answer two important questions related to the president’s intent,Trump,Neutral
"New poll finds Trump at record highs and more liked than Biden, Pelosi, and Schiff",Biden,Negative
Trump: I'd rather run against Bloomberg than Bernie Sanders,Bloomberg,Neutral
"Bloomberg’s Super Bowl ad focuses on the ‘national crisis’ of gun violence, not Trump",Bloomberg,Neutral
"For Trump, the Burden May Be Proving This Is Not the Moment His Critics Predicted",Trump,Negative
Trump is limiting telework and calling federal workers back to the office,Trump,Neutral
Rhode Island Governor Backs Michael Bloomberg for President,Bloomberg,Positive
Tom Steyer talks about his differences with Joe Biden,Steyer,Neutral
"Trump Threatens Iranian Cultural Sites, and Warns of Sanctions on Iraq",Trump,Negative
Trump Administration Expected to Loosen Military’s Limits on Land Mines,Trump,Neutral
Rep. Andy Biggs on calls from Democrats to continue investigating President Trump,Trump,Neutral
Vulnerable Democrat Doug Jones Votes to Convict Trump,Trump,Negative
Inside the Biggest 2020 Advertising War Against Trump,Trump,Negative
Sanders calls New Hampshire win ‘beginning of the end’ for Trump,Trump,Negative
Feeling the Bern: New Hampshire narrowly goes for Sanders,Sanders,Positive
"Warren, Sanders, Biden, Yang, Klobuchar, Steyer, Buttigieg may skip next debate over Loyola Marymount labor dispute ",Sanders,Neutral
Biden heads to South Carolina before New Hampshire polls close,Biden,Neutral
Why Elizabeth Warren and Bernie Sanders are fighting,Warren,Neutral
CNN’s Cillizza Mocks Republicans Over Poll That Was Worse For Dems,Republicans,Negative
The Finance 202: Senate Republicans have sunk Trump's last four Federal Reserve choices. But Judy Shelton is far from a lock. - The Washington Post,Republicans,Negative
"Democrats Attack ‘Traitor’ ‘Rat’ Jeff Van Drew For Leaving Party, Staff Resigns",Democrats,Negative
Joe Biden’s Vote for War,Biden,Negative
Mike Bloomberg’s 5 percent support in primary is a positive sign for his campaign,Bloomberg,Positive
"Aiming at Trump, Biden Says a President's Character Matters",Biden,Positive
Septuagenarians Trump and Bloomberg exchange middle-school-like taunts,Bloomberg,Negative
"Trump overstates military spending, readiness as potential for Iran conflict looms",Trump,Negative
"Trump ousts key impeachment figures Sondland, Vindman days after Senate acquittal",Trump,Neutral
Cash-Rich Democrats Brace for Long Fight as Trump Hoards Money,Democrats,Positive
Trump Fires Intelligence Community Watchdog Who Helped Launch Democrats Impeachment Inquiry,Democrats,Negative
Sarah Sanders apologizes for mocking Biden's comments on stuttering,Biden,Positive
"Trump’s brawling style is about projecting strength, no matter the cost",Trump,Negative
"Buttigieg, Biden, Warren and Sanders all stumped in Cedar Rapids Saturday",Sanders,Negative
Trump implicates Barr directly in Roger Stone intervention,Trump,Neutral
Trump or Obama? Lawmakers Fight Over SC Interchange Name,Trump,Neutral
"Trump?s Mideast peace plan expected to benefit Israel, offer Palestinians conditional statehood",Trump,Neutral
"Despite Evidence, Republicans Rallied Behind Trump. This Was Their Reasoning.",Trump,Neutral
"Trump’s legal team outlined its case. One day later, John Bolton appears to have kneecapped it.",Trump,Neutral
Republican Kevin McCarthy Rips Up Articles Of Impeachment: ‘Acquitted For Life’ (VIDEO),Republicans,Neutral
"Bloomberg: Transgender Rights Should Include Federally Funded Sex Surgery, Housing Based on Gender Identity",Bloomberg,Neutral
Trump?s moves to salvage North Korea nuclear talks amid threats from Pyongyang draw rebukes from Bolton and Biden,Trump,Negative
What young South Carolina Democrats want most? Big change.  - The Washington Post,Democrats,Neutral
Democrats move presidential convention to August as a result of coronavirus pandemic - The Washington Post,Democrats,Neutral
Judge Dismisses Lawsuit by Ex-Trump Aide Subpoenaed in Impeachment Inquiry,Trump,Positive
"Biden faces NYC protesters chanting ‘Drop out, Joe!’",Biden,Negative
Bernie Sanders’s Allies Aim to Keep Shaking Up Democratic Party,Democratic Party,Negative
"WATCH: Bernie, Buttigieg, Biden Lash Out At Trump For Killing Top Terrorist Soleimani",Buttigieg,Negative
White House national security adviser says Trump didn’t seek Ukraine’s help with investigations despite evidence to the contrary,Trump,Neutral
What President Trump was talking about in his baffling rant about wind energy,Trump,Negative
"In Wake of Impeachment, Trump Allies Boycott House Intelligence Tech Hearing",Trump,Negative
"‘You May See Me Once Again,’ Bennet Says",Bennet,Neutral
How Iowa Could Decide Joe Biden’s Fund-Raising Future,Biden,Neutral
Sanders and Buttigieg in tight race for delegates,Sanders,Neutral
Tom Steyer Exaggerates Fossil Fuel Divestment,Steyer,Negative
CBS Anchor to Warren: Are You Saying ‘Tough Luck’ to People Who Saved for College? (VIDEO),Warren,Negative
"Biden, Buttigieg Amplify Sanders Criticism Before Iowa Vote",Buttigieg,Neutral
Trump Pays Tribute to 2 Soldiers Killed in Afghanistan,Trump,Positive
Melania Trump urges governors' spouses to spread 'Be Best' initiative in home states,Trump,Positive
"The Daily 202: Mike Bloomberg wants more engagement with Iran, North Korea and China",Bloomberg,Neutral
Pete Buttigieg speculates that Trump 'can't figure out what to do' with him,Trump,Negative
"Democrats Fear for Their Convention. For Republicans, ‘The Show Must Go On.’",Democrats,Negative
"Trump, in Super Bowl interview with Sean Hannity, predicts fall of Pelosi: 'Radical left is gonna take over'",Trump,Neutral
Republican-Led Review Backs Intelligence Findings on Russian Interference,Republicans,Neutral
Self-made billionaire weighs in on Bernie Sanders' proposed wealth-tax,Sanders,Neutral
"Buttigieg Leads Sanders in Iowa Delegates, 13-12. So, Who Won?",Buttigieg,Positive
Trump: I'd rather run against Bloomberg than Bernie Sanders,Trump,Negative
Quandary for 2020 Democrats: Which Criminal Justice Changes Get Priority?,Democrats,Neutral
What happens to the Trump D.C. hotel? Five questions and answers on Trump's emoluments battle,Trump,Neutral
Ex-Trump aide Carter Page files suit against DNC over dossier: ‘This is only the first salvo’,Trump,Neutral
Around the Country in 17 Hours With Michael Bloomberg,Bloomberg,Neutral
Don Jr calls up pro-Trump 15-year-old who was attacked in NH: ‘My family has your back',Trump,Negative
House to vote Wednesday to send impeachment articles against Trump to the Senate,Trump,Negative
Biden admits IA ‘gut punch’ - as he plays to ‘two rows’ of supporters in NH (VIDEO),Biden,Neutral
Elizabeth Warren Isn’t Talking Much About ‘Medicare for All’ Anymore,Warren,Neutral
Trump’s Impeachment Team Takes Shape as Trial Looms,Trump,Neutral
"Trump, First Lady to Host State Dinner in April for Spain",Trump,Neutral
"Iowa Democratic Party projects Pete Buttigieg the winner of the delegate race, with Bernie Sanders preparing a challenge",Buttigieg,Neutral
"Biden and Sanders are breaking away from the pack of candidates among Democrats nationwide, Washington Post-ABC News poll finds",Sanders,Positive
"Transcript: Trump’s Iran speech, annotated",Trump,Neutral
"Sanders narrowly beats Buttigieg to win New Hampshire, Klobuchar surges disappointing night for Biden, Warren",Buttigieg,Neutral
WATCH: Warren Runs And Hides Behind Staffer After Being Caught Flying Private Plane,Warren,Negative
"Republicans to Subpoena Whistleblower, Hunter Biden, Alexandra Chalupa",Republicans,Neutral
Pete Buttigieg looks to ride Iowa success to victory in New Hampshire,Buttigieg,Positive
"Senate Democrats Call for More Sanctions on Russian Businessman, Citing Election Meddling",Democrats,Neutral
"Buttigieg, Biden, Klobuchar, fight as New Hampshire primary nears",Biden,Neutral
"Florida man who drove van into GOP tent didn’t like Trump, says ‘someone had to take a stand’: arrest report",Trump,Neutral
Trump Praises 2 Republicans Seeking Georgia Senate Seat,Trump,Neutral
The Technology 202: Bernie Sanders is no friend of Big Tech. And he keeps winning.,Sanders,Positive
Elizabeth Warren Has a Pete Buttigieg Problem,Buttigieg,Neutral
Donald Trump Jr. shot and killed an endangered sheep in Mongolia without a permit,Trump,Negative
Nevada Democrats Dial Back the Tech to Avoid an Iowa-Style Debacle,Democrats,Negative
Kellyanne Conway reacts to President Trump's acquittal at Senate impeachment trial,Trump,Neutral
On the 2020 Trail: Sanders Blasts Buttigieg for Taking Billionaire Bucks,Buttigieg,Negative
"The Daily 202: A bad night for Biden in Iowa is good news for Buttigieg, Klobuchar and Bloomberg",Klobuchar,Neutral
Sen. Mike Braun wants Trump and the GOP to take climate change seriously,Trump,Neutral
Biden panders to black voters in new ad: I don't feel no ways tired,Biden,Negative
Sanders releases doctors' letters saying he's fit for presidency,Sanders,Positive
"McConnell Remaking Senate in Age of Trump, Impeachment",Trump,Neutral
Trump Attaches Severe Restrictions to Puerto Rico’s Long-Delayed Disaster Aid,Trump,Negative
President Trump congratulates Attorney General Barr for taking control of Roger Stone case,Trump,Positive
Trump the Showman Honors Provocative Talk-Show Host Limbaugh,Trump,Positive
"Democrats expected to unveil articles of impeachment against Trump, focusing on abuse of power, obstruction of Congress",Trump,Negative
Trump’s running up post-recession-level deficits,Trump,Negative
Athletes Seeking Green Cards Find Proving They’re Exceptional Has Gotten Tougher Under Trump,Trump,Negative
Nevada's powerful Culinary Union says members were 'viciously attacked' by Sanders' supporters,Sanders,Negative
The Daily 202: Trump welcoming Russia’s top diplomat back to the Oval Office is one of his most brazen moves yet,Trump,Negative
"Treasury complies with GOP Senate inquiry, hands over highly confidential info on Hunter Biden, report says",GOP,Positive
Joe Biden gives up on New Hampshire before polls close and heads to South Carolina,Biden,Negative
Trump’s collapsing rationalization for the Soleimani strike as ‘imminent’,Trump,Negative
Trump Seen Heading to Acquittal in U.S. Senate Impeachment Vote on Wednesday,Trump,Neutral
"Rep. McCarthy: Democrats 'so afraid' of facing Trump in 2020, 'they’re trying to frame him'",Democrats,Negative
Giuliani was in talks to be paid by Ukraine’s top prosecutor as they together sought damaging information on Democrats - The Washington Post,Democrats,Negative
"Texas Democrats Weighing Ballots, Bullets in 2020 Campaigns",Democrats,Neutral
Buttigieg woos moderates — and Republicans — in his push to close the deal in Iowa - The Washington Post,Republicans,Neutral
RNC Chair: Polling Suggests Trump Is in ‘Good Shape’ to Win Re-Election (VIDEO),Trump,Positive
"As Trump Hails Stock Market, Democrats Point to Struggling Workers",Democrats,Positive
Ex-Spokesman For Romney Campaign Says Trump Guilty Vote Was ‘Motivated By Bitterness And Jealousy’,Trump,Negative
"Polarized Prosperity: How Trump, Democrats Clash Over the Economy",Democrats,Negative
Trump’s attack on Romney’s 2012 performance isn’t the lay-up he thinks it is,Trump,Negative
"Lindsey Graham, John Kennedy, Marsha Blackburn preview an extreme Senate GOP defense of Trump - The Washington Post",GOP,Positive
Here are the prisons that house convicted Trump associates,Trump,Negative
"Sans Gavel, Roberts Is Among 4 Justices at Trump Speech",Trump,Neutral
"Rand Paul urges Trump to take immediate action against John Bolton, revoke his security clearance",Trump,Neutral
Here We Go: Democrats Equate Halting WHO Funding To ‘Impeachable’ Offenses,Democrats,Negative
Dean Black: Republican Party is apparently the only party of law and order,Republican Party,Negative
"Fox News Poll: Biden and Sanders vie for lead in Nevada, Biden tops Trump",Trump,Negative
"Trump ousts Vindman and Sondland, punishing key impeachment witnesses in post-acquittal campaign of retribution",Trump,Negative
